,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE,VOLUME,Averageclose,Averagevolume
2017-03-16,3889.0,3528.0,3903.4,4055.2,4267.0,26664.0,4183.2,18456.4,14355.0,38.0,14265.0,88.0,,,,,1734.0,76814.0,1730.4,67198.4,16200.0,2748.0,16146.0,3495.6,2067.0,9034.0,2058.8,6706.8,49060.0,134.0,48354.0,154.8,,,,,1238.0,1408.0,1235.0,1026.0,3382.0,1304.0,3297.4,894.4,602.0,30146.0,571.1,34764.0,,,,,,,,,,,,,1720.0,228.0,1675.4,303.6,3977.0,10042.0,4061.0,3983.2,1218.5,126.0,1201.0,199.6,9465.0,1290.0,9319.0,1464.8,2921.0,57832.0,2910.6,39223.2,2587.0,4392.0,2543.0,3250.4,,,,,6940.0,24328.0,6998.4,18721.6,5554.0,31454.0,5517.6,20479.6,8527.0,408.0,8408.2,606.4,2277.0,7942.0,2272.0,10263.6,19980.0,3166.0,19746.0,2487.6,6490.0,84.0,6418.0,80.4,147830.0,0.0,146780.0,2.0,7068.0,17000.0,7075.4,18050.4,,,,,5412.0,3244.0,5382.4,5253.2,,,,,6670.0,134.0,6553.0,110.4,6606.0,19182.0,6652.0,14682.8,582.2,622.0,573.6800000000001,710.0,23220.0,140.0,22566.0,85.2
2017-03-17,3895.0,2720.0,3901.0,3293.6,4256.0,11266.0,4205.8,17116.4,14160.0,70.0,14215.0,86.4,,,,,1738.0,41520.0,1732.6,64397.6,16085.0,1910.0,16141.0,2782.0,2066.0,4468.0,2063.8,6198.0,48830.0,168.0,48596.0,166.8,,,,,1235.0,662.0,1237.6,1055.2,3359.0,1096.0,3330.6,964.8,586.5,37304.0,579.1,38510.0,,,,,,,,,,,,,1685.5,70.0,1687.0,272.8,3978.0,6816.0,4041.2,4741.2,1200.0,112.0,1203.6,191.6,9480.0,792.0,9375.0,1360.0,2908.0,31522.0,2911.2,38772.0,2642.0,3690.0,2559.0,3834.4,,,,,6954.0,10626.0,6995.2,15332.4,5562.0,13354.0,5524.4,18909.6,8560.0,432.0,8450.2,586.4,2270.0,10476.0,2272.4,9870.8,20310.0,3302.0,19869.0,2875.6,6626.0,102.0,6470.0,82.4,147830.0,0.0,147462.0,1.6,7084.0,9688.0,7082.8,15405.6,,,,,5408.0,4598.0,5388.8,4592.0,,,,,6695.0,158.0,6605.0,115.2,6624.0,11218.0,6642.0,13446.8,578.2,704.0,575.72,787.6,23240.0,82.0,22812.0,96.0
2017-03-20,3917.0,2826.0,3899.6,3143.6,4271.0,12554.0,4223.0,16072.0,14115.0,44.0,14178.0,77.2,,,,,1767.0,80998.0,1738.8,71229.2,16070.0,2138.0,16103.0,2595.2,2092.0,15370.0,2069.6,8297.2,49020.0,658.0,48764.0,274.8,,,,,1224.0,1436.0,1235.4,1068.4,3304.0,1104.0,3333.8,1055.6,583.0,34690.0,584.3,35822.0,,,,,,,,,,,,,1681.0,186.0,1691.0,233.6,4008.0,6896.0,4026.2,5768.8,1200.0,142.0,1203.8,178.4,9510.0,716.0,9421.0,1102.0,2930.0,34452.0,2914.4,41258.8,2625.0,2656.0,2580.8,3640.0,,,,,6964.0,11352.0,6973.6,13189.6,5582.0,14824.0,5532.4,17922.8,8521.0,468.0,8474.4,412.8,2294.0,11416.0,2274.4,10794.0,19920.0,2988.0,19901.0,2702.8,6902.0,160.0,6582.4,111.6,147380.0,4.0,148054.0,2.4,7077.0,37286.0,7082.2,19364.4,,,,,5396.0,14020.0,5391.6,5745.6,,,,,6655.0,90.0,6644.0,113.2,6668.0,15758.0,6634.8,14642.0,578.4,832.0,576.96,827.6,23550.0,84.0,23018.0,74.8
2017-03-21,3903.0,2516.0,3901.0,2879.6,4259.0,13184.0,4243.2,15378.8,14300.0,218.0,14218.0,88.4,,,,,1771.0,88842.0,1748.6,73767.2,15950.0,6396.0,16077.0,3167.6,2108.0,13512.0,2082.0,9562.0,48430.0,226.0,48804.0,301.2,,,,,1222.0,1104.0,1234.0,1124.4,3224.0,712.0,3328.0,1079.2,554.0,42164.0,584.7,39364.4,,,,,,,,,,,,,1650.0,594.0,1688.8,301.6,4006.0,6282.0,4008.2,6608.4,1188.0,166.0,1203.8,167.2,9430.0,946.0,9448.0,1047.6,2906.0,28496.0,2916.6,40902.4,2617.0,2950.0,2607.8,3953.6,,,,,6966.0,7638.0,6963.2,12620.4,5564.0,17258.0,5552.0,18491.2,8461.0,324.0,8497.4,390.8,2278.0,9528.0,2278.2,10392.0,19520.0,3132.0,19900.0,2899.6,6504.0,218.0,6606.0,131.2,147370.0,0.0,147654.0,1.6,7030.0,23864.0,7074.4,21518.8,,,,,5378.0,4570.0,5395.2,6008.0,,,,,6490.0,272.0,6625.0,148.4,6636.0,11536.0,6635.2,13212.0,573.4,748.0,578.4800000000001,879.2,23285.0,48.0,23180.0,80.0
2017-03-22,3918.0,5158.0,3904.4,3349.6,4290.0,14298.0,4268.6,15593.2,14175.0,46.0,14221.0,83.2,,,,,1789.0,123236.0,1759.8,82282.0,15875.0,7932.0,16036.0,4224.8,2135.0,18950.0,2093.6,12266.8,47810.0,70.0,48630.0,251.2,,,,,1189.0,1916.0,1221.6,1305.2,3091.0,1208.0,3272.0,1084.8,527.0,55744.0,570.5,40009.6,,,,,,,,,,,,,1583.0,930.0,1663.9,401.6,3992.0,2622.0,3992.2,6531.6,1143.5,366.0,1190.0,182.4,9265.0,2140.0,9430.0,1176.8,2907.0,42090.0,2914.4,38878.4,2555.0,2474.0,2605.2,3232.4,,,,,6968.0,6430.0,6958.4,12074.8,5566.0,22362.0,5565.6,19850.4,8266.0,926.0,8467.0,511.6,2277.0,11806.0,2279.2,10233.6,18585.0,6012.0,19663.0,3720.0,6380.0,242.0,6580.4,161.2,147370.0,0.0,147556.0,0.8,7024.0,51158.0,7056.6,27799.2,,,,,5336.0,7412.0,5386.0,6768.8,,,,,6370.0,450.0,6576.0,220.8,6630.0,12924.0,6632.8,14123.6,563.6,1322.0,575.1600000000001,845.6,22975.0,88.0,23254.0,88.4
2017-03-23,3911.0,4760.0,3908.8,3596.0,4285.0,9446.0,4272.2,12149.6,14295.0,22.0,14209.0,80.0,,,,,1765.0,121934.0,1766.0,91306.0,16245.0,7760.0,16045.0,5227.2,2090.0,43530.0,2098.2,19166.0,48270.0,84.0,48472.0,241.2,,,,,1191.0,1102.0,1212.2,1244.0,3092.0,1172.0,3214.0,1058.4,528.5,33282.0,555.8,40636.8,,,,,,,,,,,,,1590.0,690.0,1637.9,494.0,3987.0,2140.0,3994.2,4951.2,1155.5,412.0,1177.4,239.6,9200.0,4244.0,9377.0,1767.6,2873.0,67736.0,2904.8,40859.2,2544.0,6054.0,2596.6,3564.8,,,,,6854.0,17038.0,6941.2,10616.8,5472.0,28134.0,5549.2,19186.4,8200.0,864.0,8401.6,602.8,2242.0,16838.0,2272.2,12012.8,18550.0,7408.0,19377.0,4568.4,6364.0,242.0,6555.2,192.8,148420.0,14.0,147674.0,3.6,7008.0,19410.0,7044.6,28281.2,,,,,5386.0,13514.0,5380.8,8822.8,,,,,6360.0,732.0,6514.0,340.4,6550.0,21128.0,6621.6,14512.8,568.8,2722.0,572.4800000000001,1265.6,23265.0,114.0,23263.0,83.2
2017-03-24,3914.0,2648.0,3912.6,3581.6,4267.0,15902.0,4274.4,13076.8,14145.0,40.0,14206.0,74.0,,,,,1767.0,112068.0,1771.8,105415.6,16190.0,1896.0,16066.0,5224.4,2078.0,27112.0,2100.6,23694.8,48200.0,90.0,48346.0,225.6,,,,,1198.0,1508.0,1204.8,1413.2,3106.0,2006.0,3163.4,1240.4,529.0,59182.0,544.3,45012.4,,,,,,,,,,,,,1616.5,246.0,1624.1,529.2,3985.0,2270.0,3995.6,4042.0,1173.5,234.0,1172.1,264.0,9135.0,3766.0,9308.0,2362.4,2856.0,32316.0,2894.4,41018.0,2535.0,2628.0,2575.2,3352.4,,,,,6818.0,6508.0,6914.0,9793.2,5448.0,18136.0,5526.4,20142.8,8140.0,2434.0,8317.6,1003.2,2227.0,16190.0,2263.6,13155.6,18340.0,7018.0,18983.0,5311.6,6364.0,56.0,6502.8,183.6,148270.0,0.0,147762.0,3.6,6998.0,25212.0,7027.4,31386.0,,,,,5326.0,3344.0,5364.4,8572.0,,,,,6320.0,584.0,6439.0,425.6,6506.0,12642.0,6598.0,14797.6,564.4,1536.0,569.72,1432.0,23120.0,66.0,23239.0,80.0
2017-03-27,3856.0,12720.0,3900.4,5560.4,4318.0,19744.0,4283.8,14514.8,14135.0,38.0,14210.0,72.8,,,,,1757.0,114594.0,1769.8,112134.8,15960.0,7282.0,16044.0,6253.2,2068.0,24482.0,2095.8,25517.2,47390.0,260.0,48020.0,146.0,,,,,1180.0,1678.0,1196.0,1461.6,3016.0,2476.0,3105.8,1514.8,498.0,69000.0,527.3,51874.4,,,,,,,,,,,,,1551.0,1606.0,1598.1,813.2,3994.0,3938.0,3992.8,3450.4,1117.0,1150.0,1155.5,465.6,8935.0,5982.0,9193.0,3415.6,2844.0,40320.0,2877.2,42191.6,2469.0,2176.0,2544.0,3256.4,,,,,6704.0,16348.0,6862.0,10792.4,5338.0,25004.0,5477.6,22178.8,7900.0,2094.0,8193.4,1328.4,2215.0,21182.0,2247.8,15108.8,17555.0,9632.0,18510.0,6640.4,6202.0,258.0,6362.8,203.2,145020.0,8.0,147290.0,4.4,6998.0,35794.0,7011.6,31087.6,,,,,5282.0,9596.0,5341.6,7687.2,,,,,6165.0,618.0,6341.0,531.2,6368.0,22474.0,6538.0,16140.8,556.2,1780.0,565.28,1621.6,22750.0,80.0,23079.0,79.2
2017-03-28,3857.0,6796.0,3891.2,6416.4,4322.0,19352.0,4296.4,15748.4,14090.0,86.0,14168.0,46.4,,,,,1760.0,90998.0,1767.6,112566.0,15980.0,3078.0,16050.0,5589.6,2071.0,15456.0,2088.4,25906.0,47800.0,130.0,47894.0,126.8,,,,,1215.0,2828.0,1194.6,1806.4,3013.0,890.0,3063.6,1550.4,492.0,60494.0,514.9,55540.4,,,,,,,,,,,,,1553.0,604.0,1578.7,815.2,3965.0,4850.0,3984.6,3164.0,1096.0,640.0,1137.1,560.4,8945.0,2456.0,9096.0,3717.6,2836.0,20668.0,2863.2,40626.0,2481.0,1570.0,2516.8,2980.4,,,,,6712.0,8696.0,6811.2,11004.0,5310.0,22918.0,5426.8,23310.8,7997.0,1026.0,8100.6,1468.8,2214.0,15170.0,2235.0,16237.2,17630.0,8036.0,18132.0,7621.2,6346.0,132.0,6331.2,186.0,144940.0,2.0,146804.0,4.8,6952.0,32144.0,6996.0,32743.6,,,,,5264.0,11376.0,5318.8,9048.4,,,,,6165.0,588.0,6276.0,594.4,6358.0,11190.0,6482.4,16071.6,560.6,2000.0,562.72,1872.0,22475.0,50.0,22917.0,79.6
2017-03-29,3868.0,2876.0,3881.2,5960.0,4317.0,16924.0,4301.8,16273.6,14200.0,78.0,14173.0,52.8,,,,,1733.0,196274.0,1756.4,127173.6,15960.0,5592.0,16067.0,5121.6,2047.0,37938.0,2070.8,29703.6,48590.0,92.0,48050.0,131.2,,,,,1219.0,1726.0,1200.6,1768.4,3135.0,2204.0,3072.4,1749.6,518.5,73202.0,513.2,59032.0,,,,,,,,,,,,,1618.0,1316.0,1585.7,892.4,3960.0,2482.0,3978.2,3136.0,1152.0,408.0,1138.8,568.8,9100.0,4438.0,9063.0,4177.2,2851.0,33802.0,2852.0,38968.4,2528.0,2074.0,2511.4,2900.4,,,,,6718.0,5176.0,6761.2,10753.2,5346.0,19592.0,5382.8,22756.8,8227.0,776.0,8092.8,1438.8,2225.0,21716.0,2224.6,18219.2,17965.0,9554.0,18008.0,8329.6,6446.0,270.0,6344.4,191.6,145850.0,4.0,146500.0,5.6,6937.0,48394.0,6978.6,32190.8,,,,,5320.0,16162.0,5315.6,10798.4,,,,,6250.0,378.0,6252.0,580.0,6368.0,14684.0,6430.0,16423.6,573.6,2692.0,564.72,2146.0,23215.0,52.0,22965.0,72.4
2017-03-30,3842.0,9504.0,3867.4,6908.8,4319.0,13766.0,4308.6,17137.6,14230.0,100.0,14160.0,68.4,,,,,1732.0,70710.0,1749.8,116928.8,15690.0,8660.0,15956.0,5301.6,2049.0,21082.0,2062.6,25214.0,48430.0,178.0,48082.0,150.0,,,,,1215.0,1374.0,1205.4,1822.8,3120.0,1370.0,3078.0,1789.2,508.0,84554.0,509.1,69286.4,,,,,,,,,,,,,1662.0,974.0,1600.1,949.2,3862.0,11160.0,3953.2,4940.0,1178.0,500.0,1143.3,586.4,9015.0,4292.0,9026.0,4186.8,2819.0,43936.0,2841.2,34208.4,2539.0,2030.0,2510.4,2095.6,,,,,6636.0,11528.0,6717.6,9651.2,5268.0,30698.0,5342.0,23269.6,8182.0,896.0,8089.2,1445.2,2209.0,15200.0,2218.0,17891.6,17745.0,10458.0,17847.0,8939.6,6440.0,258.0,6359.6,194.8,146130.0,0.0,146042.0,2.8,6818.0,49222.0,6940.6,38153.2,,,,,5266.0,28648.0,5291.6,13825.2,,,,,6160.0,534.0,6212.0,540.4,6280.0,14500.0,6376.0,15098.0,576.6,2348.0,566.28,2071.2,23280.0,64.0,22968.0,62.4
2017-03-31,3839.0,4580.0,3852.4,7295.2,4306.0,17922.0,4316.4,17541.6,14370.0,74.0,14205.0,75.2,,,,,1731.0,62220.0,1742.6,106959.2,15810.0,5366.0,15880.0,5995.6,2049.0,13500.0,2056.8,22491.6,48900.0,1004.0,48222.0,332.8,,,,,1231.0,2162.0,1212.0,1953.6,3106.0,2492.0,3078.0,1886.4,505.5,98652.0,504.4,77180.4,,,,,,,,,,,,,1690.0,480.0,1614.8,996.0,3837.0,8138.0,3923.6,6113.6,1189.5,244.0,1146.5,588.4,8960.0,5764.0,8991.0,4586.4,2820.0,25568.0,2834.0,32858.8,2549.0,3202.0,2513.2,2210.4,,,,,6518.0,16712.0,6657.6,11692.0,5268.0,23854.0,5306.0,24413.2,8082.0,2366.0,8077.6,1431.6,2208.0,23828.0,2214.2,19419.2,17855.0,8680.0,17750.0,9272.0,6244.0,252.0,6335.6,234.0,146130.0,0.0,145614.0,2.8,6780.0,75450.0,6897.0,48200.8,,,,,5212.0,5980.0,5268.8,14352.4,,,,,6115.0,468.0,6171.0,517.2,6200.0,11498.0,6314.8,14869.2,580.0,2086.0,569.3999999999999,2181.2,23065.0,120.0,22957.0,73.2
2017-04-05,3848.0,3260.0,3850.8,5403.2,4324.0,12654.0,4317.6,16123.6,14535.0,92.0,14285.0,86.0,,,,,1735.0,112974.0,1738.2,106635.2,15765.0,7616.0,15841.0,6062.4,2056.0,19806.0,2054.4,21556.4,48670.0,108.0,48478.0,302.4,,,,,1247.0,1728.0,1225.4,1963.6,3125.0,6554.0,3099.8,2702.0,511.5,74058.0,507.1,78192.0,,,,,,,,,,,,,1795.5,786.0,1663.7,832.0,3832.0,5696.0,3891.2,6465.2,1266.0,1788.0,1176.3,716.0,9235.0,5698.0,9051.0,4529.6,2801.0,45194.0,2825.4,33833.6,2608.0,1980.0,2541.0,2171.2,,,,,6554.0,13330.0,6627.6,11088.4,5316.0,24916.0,5301.6,24395.6,8300.0,1258.0,8157.6,1264.4,2198.0,13366.0,2210.8,17856.0,18545.0,9378.0,17948.0,9221.2,6514.0,304.0,6398.0,243.2,146130.0,0.0,145836.0,1.2,6812.0,56460.0,6859.8,52334.0,,,,,5300.0,7806.0,5272.4,13994.4,,,,,6230.0,1070.0,6184.0,607.6,6202.0,17270.0,6281.6,13828.4,592.0,2842.0,576.5599999999998,2393.6,22940.0,72.0,22995.0,71.6
2017-04-06,3822.0,6004.0,3843.8,5244.8,4326.0,16152.0,4318.4,15483.6,14470.0,82.0,14361.0,85.2,,,,,1732.0,188808.0,1732.6,126197.2,15730.0,3428.0,15791.0,6132.4,2031.0,40538.0,2046.4,26572.8,49140.0,1546.0,48746.0,585.6,,,,,1249.0,2060.0,1232.2,1810.0,3115.0,5712.0,3120.2,3666.4,512.0,71276.0,511.1,80348.4,,,,,,,,,,,,,1807.0,462.0,1714.5,803.6,3852.0,4114.0,3868.6,6318.0,1279.5,792.0,1213.0,746.4,9345.0,4534.0,9131.0,4945.2,2799.0,48488.0,2818.0,39397.6,2611.0,1394.0,2567.0,2136.0,,,,,6524.0,11934.0,6590.0,11736.0,5328.0,25228.0,5305.2,24857.6,8349.0,994.0,8228.0,1258.0,2195.0,17190.0,2207.0,18260.0,18470.0,10852.0,18116.0,9784.4,6480.0,240.0,6424.8,264.8,147500.0,2.0,146348.0,1.2,6800.0,51742.0,6829.4,56253.6,,,,,5328.0,10708.0,5285.2,13860.8,,,,,6180.0,444.0,6187.0,578.8,6192.0,15382.0,6248.4,14666.8,590.4,2890.0,582.5199999999999,2571.6,23000.0,34.0,23100.0,68.4
2017-04-07,3804.0,5316.0,3831.0,5732.8,4370.0,65390.0,4329.0,25176.8,14380.0,24.0,14397.0,74.4,,,,,1715.0,145510.0,1729.0,116044.4,15825.0,3582.0,15764.0,5730.4,2000.0,24810.0,2037.0,23947.2,48500.0,570.0,48728.0,681.2,,,,,1226.0,3274.0,1233.6,2119.6,3014.0,5882.0,3096.0,4402.0,483.5,167688.0,504.1,99245.6,,,,,,,,,,,,,1728.0,986.0,1736.5,737.6,3864.0,5726.0,3849.4,6966.8,1239.5,866.0,1230.5,838.0,9255.0,10518.0,9162.0,6161.2,2774.0,70062.0,2802.6,46649.6,2560.0,4550.0,2573.4,2631.2,,,,,6454.0,15632.0,6537.2,13827.2,5264.0,32964.0,5288.8,27532.0,8261.0,2004.0,8234.8,1503.6,2174.0,19970.0,2196.8,17910.8,17325.0,16262.0,17988.0,11126.0,6320.0,362.0,6399.6,283.2,148160.0,16.0,146810.0,3.6,6810.0,73450.0,6804.0,61264.8,,,,,5272.0,12104.0,5275.6,13049.2,,,,,6015.0,872.0,6140.0,677.6,6106.0,21556.0,6196.0,16041.2,580.4,3174.0,583.8799999999999,2668.0,22150.0,80.0,22887.0,74.0
2017-04-10,3891.0,5402.0,3840.8,4912.4,4269.0,43534.0,4319.0,31130.4,14500.0,14.0,14451.0,57.2,,,,,1720.0,116826.0,1726.6,125267.6,16020.0,7592.0,15830.0,5516.8,1996.0,22336.0,2026.4,24198.0,48410.0,220.0,48724.0,689.6,,,,,1236.0,3540.0,1237.8,2552.8,2998.0,4936.0,3071.6,5115.2,477.0,117538.0,497.9,105842.4,,,,,,,,,,,,,1702.5,856.0,1744.6,714.0,3814.0,8922.0,3839.8,6519.2,1213.0,536.0,1237.5,845.2,9045.0,8122.0,9168.0,6927.2,2798.0,56676.0,2798.4,49197.6,2503.0,4718.0,2566.2,3168.8,,,,,6520.0,22482.0,6514.0,16018.0,5160.0,70236.0,5267.2,35439.6,8040.0,2940.0,8206.4,1912.4,2198.0,17348.0,2194.6,18340.4,17300.0,10236.0,17899.0,11081.6,6170.0,532.0,6345.6,338.0,149690.0,4.0,147522.0,4.4,6904.0,113550.0,6821.2,74130.4,,,,,5304.0,15888.0,5283.2,10497.2,,,,,5980.0,1296.0,6104.0,830.0,6130.0,26924.0,6166.0,18526.0,579.8,2450.0,584.52,2688.4,22040.0,108.0,22639.0,82.8
2017-04-11,3893.0,3744.0,3851.6,4745.2,4273.0,29474.0,4312.4,33440.8,14325.0,90.0,14442.0,60.4,,,,,1685.0,272720.0,1717.4,167367.6,15985.0,5232.0,15865.0,5490.0,1966.0,36822.0,2009.8,28862.4,48120.0,496.0,48568.0,588.0,,,,,1199.0,4008.0,1231.4,2922.0,2973.0,5556.0,3045.0,5728.0,481.5,112554.0,493.1,108622.8,,,,,,,,,,,,,1655.0,1908.0,1737.6,999.6,3803.0,6154.0,3833.0,6122.4,1171.0,742.0,1233.8,944.8,9025.0,9680.0,9181.0,7710.4,2794.0,55578.0,2793.2,55199.6,2446.0,4064.0,2545.6,3341.2,,,,,6548.0,20734.0,6520.0,16822.4,5160.0,40286.0,5245.6,38726.0,7975.0,5022.0,8185.0,2443.6,2198.0,12550.0,2192.6,16084.8,17195.0,9268.0,17767.0,11199.2,6142.0,108.0,6325.2,309.2,144830.0,14.0,147262.0,7.2,6898.0,47802.0,6844.8,68600.8,,,,,5270.0,20436.0,5294.8,13388.4,,,,,5955.0,1226.0,6072.0,981.6,6164.0,21850.0,6158.8,20596.4,568.2,3004.0,582.1600000000001,2872.0,21275.0,60.0,22281.0,70.8
2017-04-12,3874.0,4798.0,3856.8,5052.8,4338.0,50782.0,4315.2,41066.4,14320.0,40.0,14399.0,50.0,,,,,1670.0,181390.0,1704.4,181050.8,16025.0,6898.0,15917.0,5346.4,1967.0,24770.0,1992.0,29855.2,47310.0,200.0,48296.0,606.4,,,,,1184.0,4850.0,1218.8,3546.4,2875.0,9868.0,2995.0,6390.8,471.5,174506.0,485.1,128712.4,,,,,,,,,,,,,1568.0,1800.0,1692.1,1202.4,3804.0,4948.0,3827.4,5972.8,1113.0,1104.0,1203.2,808.0,8925.0,7626.0,9119.0,8096.0,2817.0,105056.0,2796.4,67172.0,2430.0,4962.0,2510.0,3937.6,,,,,6402.0,35378.0,6489.6,21232.0,5096.0,66982.0,5201.6,47139.2,7875.0,4418.0,8100.0,3075.6,2215.0,37644.0,2196.0,20940.4,16640.0,13712.0,17386.0,12066.0,5822.0,390.0,6186.8,326.4,143420.0,6.0,146720.0,8.4,6922.0,62640.0,6866.8,69836.8,,,,,5206.0,28912.0,5276.0,17609.6,,,,,5865.0,2524.0,5999.0,1272.4,6050.0,33948.0,6128.4,23932.0,567.6,2088.0,577.28,2721.2,21100.0,134.0,21913.0,83.2
2017-04-13,3897.0,3104.0,3871.8,4472.8,4373.0,30062.0,4324.6,43848.4,14515.0,62.0,14408.0,46.0,,,,,1675.0,131554.0,1693.0,169600.0,16155.0,7348.0,16002.0,6130.4,1980.0,24262.0,1981.8,26600.0,47410.0,174.0,47950.0,332.0,,,,,1192.0,3466.0,1207.4,3827.6,2917.0,8050.0,2955.4,6858.4,474.0,202118.0,477.5,154880.8,,,,,,,,,,,,,1575.5,2396.0,1645.8,1589.2,3733.0,10780.0,3803.6,7306.0,1109.0,1878.0,1169.1,1025.2,8890.0,6002.0,9028.0,8389.6,2865.0,76372.0,2809.6,72748.8,2426.0,5510.0,2473.0,4760.8,,,,,6474.0,22994.0,6479.6,23444.0,5162.0,41070.0,5168.4,50307.6,7865.0,4022.0,8003.2,3681.2,2236.0,30748.0,2204.2,23652.0,16890.0,9916.0,17070.0,11878.8,5910.0,338.0,6072.8,346.0,144280.0,14.0,146076.0,10.8,6918.0,58870.0,6890.4,71262.4,,,,,5220.0,15998.0,5254.4,18667.6,,,,,5735.0,4804.0,5910.0,2144.4,6114.0,29610.0,6112.8,26777.6,565.4,2618.0,572.28,2666.8,21760.0,58.0,21665.0,88.0
2017-04-14,3903.0,4166.0,3891.6,4242.8,4388.0,24958.0,4328.2,35762.0,14570.0,32.0,14446.0,47.6,,,,,1680.0,103196.0,1686.0,161137.2,16060.0,7386.0,16049.0,6891.2,1982.0,16386.0,1978.2,24915.2,47170.0,174.0,47684.0,252.8,,,,,1185.0,5198.0,1199.2,4212.4,2943.0,8642.0,2941.2,7410.4,476.0,122894.0,476.0,145922.0,,,,,,,,,,,,,1540.0,2676.0,1608.2,1927.2,3696.0,7194.0,3770.0,7599.6,1059.5,1848.0,1133.1,1221.6,8630.0,25092.0,8903.0,11304.4,2859.0,59634.0,2826.6,70663.2,2351.0,7892.0,2431.2,5429.2,,,,,6496.0,15928.0,6488.0,23503.2,5130.0,38570.0,5141.6,51428.8,7632.0,9612.0,7877.4,5202.8,2239.0,29016.0,2217.2,25461.2,16740.0,13484.0,16953.0,11323.2,5730.0,796.0,5954.8,432.8,143410.0,18.0,145126.0,11.2,6902.0,81330.0,6908.8,72838.4,,,,,5210.0,21596.0,5242.0,20566.0,,,,,5600.0,6662.0,5827.0,3302.4,6098.0,19724.0,6111.2,26411.2,559.4,1426.0,568.08,2317.2,21330.0,18.0,21501.0,75.6
2017-04-17,3823.0,18300.0,3878.0,6822.4,4387.0,43192.0,4351.8,35693.6,14800.0,482.0,14506.0,141.2,,,,,1673.0,148556.0,1676.6,167483.2,15980.0,5354.0,16041.0,6443.6,1974.0,28830.0,1973.8,26214.0,47410.0,162.0,47484.0,241.2,,,,,1180.0,5510.0,1188.0,4606.4,2913.0,9168.0,2924.2,8256.8,465.5,183496.0,473.7,159113.6,,,,,,,,,,,,,1552.5,2752.0,1578.2,2306.4,3743.0,9238.0,3755.8,7662.8,1082.0,2342.0,1106.9,1582.8,8625.0,13390.0,8819.0,12358.0,2859.0,85374.0,2838.8,76402.8,2354.0,7586.0,2401.4,6002.8,,,,,6528.0,26138.0,6489.6,24234.4,5148.0,44944.0,5139.2,46370.4,7580.0,7566.0,7785.4,6128.0,2254.0,27450.0,2228.4,27481.6,16675.0,12178.0,16828.0,11711.6,5706.0,326.0,5862.0,391.6,144300.0,8.0,144048.0,12.0,6961.0,62712.0,6920.2,62670.8,,,,,5296.0,20740.0,5240.4,21536.4,,,,,5580.0,4256.0,5747.0,3894.4,6112.0,27396.0,6107.6,26505.6,561.6,2392.0,564.4399999999999,2305.6,21800.0,60.0,21453.0,66.0
